id,question,GT_Value,GT_Ref,GT_Explanation,answer_unit,Quote,Table,Figure,Math,is_NA,ensemble-all-majority_Value,ensemble-all-majority_Ref,ensemble-all-majority_ValCorrect,ensemble-all-majority_RefScore,ensemble-all-majority_NACorrect,ensemble-top3-majority_Value,ensemble-top3-majority_Ref,ensemble-top3-majority_ValCorrect,ensemble-top3-majority_RefScore,ensemble-top3-majority_NACorrect,ensemble-top5-majority_Value,ensemble-top5-majority_Ref,ensemble-top5-majority_ValCorrect,ensemble-top5-majority_RefScore,ensemble-top5-majority_NACorrect,qwen1.5-110b-bench_Value,qwen1.5-110b-bench_Ref,qwen1.5-110b-bench_ValCorrect,qwen1.5-110b-bench_RefScore,qwen1.5-110b-bench_NACorrect,qwen14b-bench_Value,qwen14b-bench_Ref,qwen14b-bench_ValCorrect,qwen14b-bench_RefScore,qwen14b-bench_NACorrect,qwen3-30b-a3b-bench_Value,qwen3-30b-a3b-bench_Ref,qwen3-30b-a3b-bench_ValCorrect,qwen3-30b-a3b-bench_RefScore,qwen3-30b-a3b-bench_NACorrect,qwen3-next-80b-a3b-bench_Value,qwen3-next-80b-a3b-bench_Ref,qwen3-next-80b-a3b-bench_ValCorrect,qwen3-next-80b-a3b-bench_RefScore,qwen3-next-80b-a3b-bench_NACorrect,qwen32b-bench_Value,qwen32b-bench_Ref,qwen32b-bench_ValCorrect,qwen32b-bench_RefScore,qwen32b-bench_NACorrect,qwen72b-bench_Value,qwen72b-bench_Ref,qwen72b-bench_ValCorrect,qwen72b-bench_RefScore,qwen72b-bench_NACorrect,qwen7b-bench_Value,qwen7b-bench_Ref,qwen7b-bench_ValCorrect,qwen7b-bench_RefScore,qwen7b-bench_NACorrect
q041,"In 2023, in how many of AWS data center regions was 100% of the electricity consumed matched with renewable energy sources?",22,['amazon2023'],Quote,data centers,1,0,0,0,0,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True
q042,What is the approximate age of the field of Artificial Intelligence in 2025?,69,['stone2022'],Quote,years,1,0,0,0,0,69,"[""stone2022""]",True,1.0,True,69,"[""stone2022""]",True,1.0,True,69,"[""stone2022""]",True,1.0,True,69,"[""stone2022""]",True,1.0,True,60,"[""stone2022""]",False,1.0,True,69,"[""stone2022""]",True,1.0,True,69,"[""stone2022""]",True,1.0,True,69,"[""stone2022""]",True,1.0,True,69,"[""stone2022""]",True,1.0,True,69,"[""stone2022""]",True,1.0,True
q043,"The well-known ""five cars"" carbon footprint estimate, originating from a 2019 study, is based on what specific and infrequently performed AI process?",Neural architecture search (NAS),['luccioni2025c'],Quote,is_blank,1,0,0,0,0,neural architecture search (NAS),"[""luccioni2025c"", ""wu2021a"", ""zschache2025""]",True,0.3333333333333333,True,neural architecture search (NAS),"[""luccioni2025c""]",True,1.0,True,neural architecture search (NAS),"[""luccioni2025c"", ""zschache2025""]",True,0.5,True,neural architecture search (NAS),"[""wu2021a"", ""zschache2025"", ""luccioni2025c""]",True,0.3333333333333333,True,Neural Architecture Search (NAS),"[""luccioni2025c""]",True,1.0,True,neural architecture search (NAS),"[""luccioni2025c"", ""zschache2025""]",True,0.5,True,neural architecture search (NAS),"[""luccioni2025c""]",True,1.0,True,Neural Architecture Search (NAS),"[""luccioni2025c""]",True,1.0,True,neural architecture search (NAS),"[""luccioni2025c""]",True,1.0,True,NAS,"[""luccioni2025c""]",False,1.0,True
q044,"For the Llama 3.1 8B model, by what percentage does energy use decrease when targeting an average Time Per Output Token (TPOT) of 100 ms instead of minimizing latency?",44,['chung2025'],Quote,percent,1,0,0,0,0,44,"[""chung2025""]",True,1.0,True,44,"[""chung2025""]",True,1.0,True,44,"[""chung2025""]",True,1.0,True,44,"[""chung2025""]",True,1.0,True,44,"[""chung2025""]",True,1.0,True,44,"[""chung2025""]",True,1.0,True,44,"[""chung2025""]",True,1.0,True,44,"[""chung2025""]",True,1.0,True,44,"[""chung2025""]",True,1.0,True,44,"[""chung2025""]",True,1.0,True
q045,What is the maximum batch size (in samples) supported by fine-tuning BlackMamba with a sparse setup on the GSM8K dataset using a NVIDIA A40 GPU with 48 GB memory?,8,['xia2024'],Table,samples,0,1,0,0,0,8,"[""xia2024""]",True,1.0,True,8,"[""xia2024""]",True,1.0,True,8,"[""xia2024""]",True,1.0,True,20,"[""xia2024""]",False,1.0,True,8,"[""xia2024""]",True,1.0,True,8,"[""xia2024""]",True,1.0,True,20,"[""xia2024""]",False,1.0,True,8,"[""xia2024""]",True,1.0,True,8,"[""xia2024""]",True,1.0,True,20,"[""xia2024""]",False,1.0,True
q046,"As of 2023, how many gigawatts of energy storage capacity did Amazon hold?",1.3,['amazon2023'],Quote,GW,1,0,0,0,0,1.3,"[""amazon2023""]",True,1.0,True,1.3,"[""amazon2023""]",True,1.0,True,1.3,"[""amazon2023""]",True,1.0,True,1.3,"[""amazon2023""]",True,1.0,True,1.3,"[""amazon2023""]",True,1.0,True,1.3,"[""amazon2023""]",True,1.0,True,1.3,"[""amazon2023""]",True,1.0,True,1.3,"[""amazon2023""]",True,1.0,True,1.3,"[""amazon2023""]",True,1.0,True,1.3,"[""amazon2023""]",True,1.0,True
q047,The annual carbon emissions from GPT-4o inference are projected to be comparable to the emissions from how many transatlantic flights?,2300,['jegham2025'],Quote,flights,1,0,0,0,0,272,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True,30,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True
q048,What percentage of AI inference workloads in Asia were powered by coal in 2023?,is_blank,is_blank,is_blank,percent,0,0,0,0,1,is_blank,"[""is_blank"", ""li2025b"", ""luccioni2024"", ""luccioni2025a"", ""luccioni2025c""]",True,0.2,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""li2025b"", ""luccioni2024"", ""luccioni2025a"", ""luccioni2025c""]",True,0.0,True
q049,What was the global average power usage effectiveness (PUE) of AI-dedicated data centers in 2023?,is_blank,is_blank,is_blank,PUE,0,0,0,0,1,1.58,"[""ebert2024"", ""strubell2019""]",True,0.0,False,1.58,"[""ebert2024""]",True,0.0,False,1.58,"[""ebert2024""]",True,0.0,False,1.58,"[""ebert2024""]",True,0.0,False,1.58,"[""ebert2024""]",True,0.0,False,1.58,"[""ebert2024""]",True,0.0,False,is_blank,"[""ebert2024""]",True,0.0,True,1.58,"[""ebert2024""]",True,0.0,False,1.58,"[""ebert2024""]",True,0.0,False,1.58,"[""ebert2024"", ""strubell2019""]",True,0.0,False
q050,"During inference, how many of JetMoE-8B's parameters are activated for each input token?",2000000000,['shen2024'],Quote,parameters,1,0,0,0,0,2000000000,"[""shen2024""]",True,1.0,True,2000000000,"[""shen2024""]",True,1.0,True,2000000000,"[""shen2024""]",True,1.0,True,2000000000,"[""shen2024""]",True,1.0,True,2000000000,"[""shen2024""]",True,1.0,True,2B,"[""shen2024""]",True,1.0,True,2000000000,"[""shen2024""]",True,1.0,True,2000000000,"[""shen2024""]",True,1.0,True,2000000000,"[""shen2024""]",True,1.0,True,2000000000,"[""shen2024""]",True,1.0,True
q051,What are the GHG emissions (in tCO2e) associated with pre-training the Llama 7B model?,14,['luccioni2025c'],Table 1 in the Appendix.,tCO2e,0,1,0,0,0,14,"[""luccioni2024"", ""luccioni2025c"", ""samsi2024""]",True,0.3333333333333333,True,14,"[""luccioni2025c""]",True,1.0,True,14,"[""luccioni2025c""]",True,1.0,True,14,"[""luccioni2025c""]",True,1.0,True,14,"[""luccioni2025c""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,14,"[""luccioni2025c""]",True,1.0,True,14,"[""luccioni2025c""]",True,1.0,True,14,"[""samsi2024"", ""luccioni2024"", ""luccioni2025c""]",True,0.3333333333333333,True
q052,How many Amazon electric delivery vans were added in total across 2022 and 2023?,21600,['amazon2023'],Table. Add across both 2023 and 2023: 2600+19000,electric delivery vans,0,1,0,0,0,9200,"[""amazon2023""]",False,1.0,True,9200,"[""amazon2023""]",False,1.0,True,9200,"[""amazon2023""]",False,1.0,True,9200,"[""amazon2023""]",False,1.0,True,9200,"[""amazon2023""]",False,1.0,True,9200,"[""amazon2023""]",False,1.0,True,9200,"[""amazon2023""]",False,1.0,True,9200,"[""amazon2023""]",False,1.0,True,19020,"[""amazon2023""]",False,1.0,True,19000,"[""amazon2023""]",False,1.0,True
q053,True or False: Operational environmental impacts of LLMs do not include GHG emissions that arise from servers and data centers using cooling.,0,['morrison2025'],Quote,is_blank,1,0,0,0,0,0,"[""[ref_id=morrison2025]"", ""morrison2025""]",True,0.5,True,0,"[""morrison2025""]",True,1.0,True,0,"[""morrison2025""]",True,1.0,True,False,"[""rubei2025""]",True,0.0,True,is_blank,"[""morrison2025""]",False,1.0,True,0,"[""morrison2025""]",True,1.0,True,0,"[""morrison2025""]",True,1.0,True,0,"[""morrison2025""]",True,1.0,True,0,"[""morrison2025""]",True,1.0,True,0,"[""[ref_id=morrison2025]""]",True,0.0,True
q055,How much energy (in Wh) does the o3 model consume for a long prompt?,39.223,['jegham2025'],Quote,Wh,1,0,0,0,0,12.222,"[""jegham2025""]",False,1.0,True,12.222,"[""jegham2025""]",False,1.0,True,12.222,"[""jegham2025""]",False,1.0,True,,[],False,0.0,True,12.222,"[""jegham2025""]",False,1.0,True,12.222,"[""jegham2025""]",False,1.0,True,12.222,"[""jegham2025""]",False,1.0,True,12.222,"[""jegham2025""]",False,1.0,True,12.222,"[""jegham2025""]",False,1.0,True,0.24,"[""jegham2025""]",False,1.0,True
q056,When was the field of Artificial Intelligence officially christened?,1956,['stone2022'],Quote,year,1,0,0,0,0,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True
q057,What is the average water use effectiveness (WUE) for Google's AI-dedicated data centers in 2024?,is_blank,is_blank,is_blank,WUE,0,0,0,0,1,1,"[""li2025b""]",True,0.0,False,1,"[""li2025b""]",True,0.0,False,1,"[""li2025b""]",True,0.0,False,,[],True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""li2025b""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,1,"[""li2025b""]",True,0.0,False,1,"[""li2025b""]",True,0.0,False
q058,True or False: Approximately 770 million people worldwide still lack access to a stable supply of electricity.,1,['wu2021b'],Quote,is_blank,1,0,0,0,0,1,"[""wu2021b""]",True,1.0,True,1,"[""wu2021b""]",True,1.0,True,1,"[""wu2021b""]",True,1.0,True,True,"[""wu2021b""]",True,1.0,True,is_blank,"[""wu2021b""]",False,1.0,True,1,"[""wu2021b""]",True,1.0,True,1,"[""wu2021b""]",True,1.0,True,1,"[""wu2021b""]",True,1.0,True,1,"[""wu2021b""]",True,1.0,True,770 million,"[""wu2021b""]",False,1.0,True
q059,How much energy per token did LLaMA-65B consume at a maximum generation length of 512 tokens?,"[3,4]",['samsi2024'],Quote,joules per token,1,0,0,0,0,"[3,4]","[""samsi2024""]",True,1.0,True,"[3,4]","[""samsi2024""]",True,1.0,True,"[3,4]","[""samsi2024""]",True,1.0,True,"[3,4]","[""samsi2024""]",True,1.0,True,"[3,4]","[""samsi2024""]",True,1.0,True,"[3,4]","[""samsi2024""]",True,1.0,True,"[3,4]","[""samsi2024""]",True,1.0,True,"[3,4]","[""samsi2024""]",True,1.0,True,"[3,4]","[""samsi2024""]",True,1.0,True,3-4,"[""samsi2024""]",True,1.0,True
q060,By what percentage was the overall model size of Facebook's second representative recommendation model (RM2) reduced after being quantized from 32-bit to 16-bit numerical representation?,15,['wu2021a'],Quote,percent,1,0,0,0,0,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True
q061,"True or False: A widely cited claim that AI can reduce global GHG emissions by 5-10% is supported by clear, publicly available calculations and sound scientific grounding.",0,['luccioni2025c'],Quote,is_blank,1,0,0,0,0,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,is_blank,"[""luccioni2025c""]",False,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,is_blank,"[""luccioni2025c"", ""luccioni2025a""]",False,0.5,True
q063,"True or False: Sparsely activated Deep Neural Networks (DNNs) consume less than 1/10th the energy of large, dense DNNs without sacrificing accuracy.",1,['patterson2021'],Quote,is_blank,1,0,0,0,0,1,"[""patterson2021""]",True,1.0,True,1,"[""patterson2021""]",True,1.0,True,1,"[""patterson2021""]",True,1.0,True,True,"[""patterson2021""]",True,1.0,True,is_blank,"[""wu2021a""]",False,0.0,True,1,"[""patterson2021""]",True,1.0,True,1,"[""patterson2021""]",True,1.0,True,1,"[""patterson2021""]",True,1.0,True,1,"[""patterson2021""]",True,1.0,True,1,"[""patterson2021""]",True,1.0,True
q064,"What is the estimated cost, in USD, of training AI2's Grover on 256 TPU chips for two weeks?",25000,['schwartz2019'],Quote,USD,1,0,0,0,0,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True
q065,What percentage of the running time does the optimizer stage in BlackMamba sparse fine-tuning take with a NVIDIA A40-48GB GPU when the batch size = 1?,53,['xia2024'],Quote,percent,1,0,0,0,0,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True
q066," A large-scale service like Google Translate can perform 1 billion queries per day. Using the average energy for a comparable multi-purpose model (Flan-T5-xxl at 0.083 kWh/1k queries), estimate the daily energy consumption in MWh.",83,['luccioni2024'],"Daily 1k-query blocks: 1,000,000,000 / 1,000 = 1,000,000. Daily energy: 1,000,000 * 0.083 kWh = 83,000 kWh, which is 83 MWh.",MWh,0,1,0,1,0,83,"[""luccioni2024""]",True,1.0,True,83,"[""luccioni2024""]",True,1.0,True,83,"[""luccioni2024""]",True,1.0,True,83,"[""luccioni2024""]",True,1.0,True,83,"[""luccioni2024""]",True,1.0,True,83,"[""luccioni2024""]",True,1.0,True,83,"[""luccioni2024""]",True,1.0,True,83,"[""luccioni2024""]",True,1.0,True,830,"[""luccioni2024""]",False,1.0,True,83,"[""luccioni2024""]",True,1.0,True
q067,What was the average global data center PUE in 2023?,1.58,['ebert2024'],Quote,PUE,1,0,0,0,0,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True
q068,How many wind turbines were directly contracted by Microsoft to power Azure AI clusters in 2023?,is_blank,is_blank,is_blank,wind turbines,0,0,0,0,1,is_blank,"[""is_blank"", ""luccioni2025a"", ""luccioni2025b""]",True,0.3333333333333333,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""luccioni2025b"", ""luccioni2025a""]",True,0.0,True
q069,"In the analysis of total model development costs by Cottier et al. (2025), what percentage of the cost of developing Gemini Ultra was attributed to R&D staff (including equity)?",49,['cottier2024'],Figure 6 and Quote,percent,1,0,1,0,0,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True
q070,How many members comprised the inaugural 2015 Study Panel of the One Hundred Year Study on AI?,17,['stone2022'],Quote,people,1,0,0,0,0,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True
q071,What percentage of a client device's total carbon footprint is accounted for by its manufacturing?,74,['wu2021a'],Quote,percent,1,0,0,0,0,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True
q072,True or False: A model with more parameters will always consume more energy during inference.,0,['chung2025'],Quote,is_blank,1,0,1,0,0,0,"[""chung2025"", ""wu2021a"", ""zschache2025""]",True,0.3333333333333333,True,0,"[""chung2025"", ""wu2021a""]",True,0.5,True,0,"[""chung2025"", ""wu2021a"", ""zschache2025""]",True,0.3333333333333333,True,False,"[""chung2025""]",True,1.0,True,is_blank,"[""chung2025""]",False,1.0,True,0,"[""chung2025"", ""zschache2025""]",True,0.5,True,0,"[""chung2025""]",True,1.0,True,0,"[""wu2021a"", ""chung2025""]",True,0.5,True,0,"[""chung2025""]",True,1.0,True,is_blank,"[""chung2025"", ""zschache2025""]",False,0.5,True
q073,True or False: The Study Panel from the 100 Year Study on AI is concerned that AI is an imminent threat to humankind.,0,['stone2022'],Quote,is_blank,1,0,0,0,0,0,"[""stone2022""]",True,1.0,True,0,"[""stone2022""]",True,1.0,True,0,"[""stone2022""]",True,1.0,True,0,"[""stone2022""]",True,1.0,True,is_blank,"[""stone2022""]",False,1.0,True,0,"[""stone2022""]",True,1.0,True,0,"[""stone2022""]",True,1.0,True,0,"[""stone2022""]",True,1.0,True,0,"[""stone2022""]",True,1.0,True,0,"[""stone2022""]",True,1.0,True
q074,How many metric tons of CO2 were emitted by OpenAI's API requests in January 2024?,is_blank,is_blank,is_blank,tCO2e,0,0,0,0,1,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True
q076,"What are the reported GHG emissions (tCO2e) from the pre-training process for Meta's Llama 3 family of models, and how does this compare to the 'five cars' estimate?",11390,['luccioni2025c'],Quote,tCO2e,1,0,0,0,0,11390,"[""luccioni2025c""]",True,1.0,True,11390,"[""luccioni2025c""]",True,1.0,True,11390,"[""luccioni2025c""]",True,1.0,True,is_blank,"[""han2024""]",False,0.0,True,11390,"[""luccioni2025c""]",True,1.0,True,11390,"[""luccioni2025c""]",True,1.0,True,11390,"[""luccioni2025c""]",True,1.0,True,11390,"[""luccioni2025c""]",True,1.0,True,11390,"[""luccioni2025c""]",True,1.0,True,11390,"[""luccioni2025c""]",True,1.0,True
q077,"By what factor did the explosive growth in AI drive the increase in AI training infrastructure capacity at Facebook over the 1.5 year period, from Yr1-Q1 (Year 1, Quarter 1) to Yr2-Q2 (Year 2, Quarter 2) between 2019 and 2021?",2.9,['wu2021a'],"Figure, Quote",multiplier,1,0,1,0,0,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True,2.9,"[""wu2021a""]",True,1.0,True
q079,How many miles is the Earth from the Sun?,is_blank,is_blank,is_blank,miles,0,0,0,0,1,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True
q080,True or False: The AlphaGo program defeated the human Go champion.,1,['stone2022'],Quote,is_blank,1,0,0,0,0,1,"[""schwartz2019"", ""stone2022"", ""wu2021a""]",True,0.3333333333333333,True,1,"[""schwartz2019"", ""stone2022""]",True,0.5,True,1,"[""schwartz2019"", ""stone2022"", ""wu2021a""]",True,0.3333333333333333,True,True,"[""stone2022""]",True,1.0,True,1,"[""stone2022""]",True,1.0,True,1,"[""stone2022"", ""wu2021a""]",True,0.5,True,1,"[""stone2022"", ""schwartz2019""]",True,0.5,True,1,"[""stone2022""]",True,1.0,True,1,"[""stone2022""]",True,1.0,True,1,"[""stone2022""]",True,1.0,True
q081,What is the name of the batching strategy that reduces idle GPU time by dynamically replacing completed requests with new ones?,Continuous batching,['fernandez2025'],Quote,is_blank,1,0,0,0,0,Continuous batching,"[""fernandez2025"", ""griggs2024""]",True,0.5,True,Continuous batching,"[""fernandez2025""]",True,1.0,True,Continuous batching,"[""fernandez2025""]",True,1.0,True,Continuous Batching,"[""griggs2024""]",True,0.0,True,Continuous Batching,"[""fernandez2025""]",True,1.0,True,continuous batching,"[""fernandez2025""]",True,1.0,True,Continuous batching,"[""fernandez2025""]",True,1.0,True,Continuous Batching,"[""fernandez2025""]",True,1.0,True,Continuous batching,"[""fernandez2025""]",True,1.0,True,Continuous batching,"[""griggs2024""]",True,0.0,True
q082,"How many H100 GPU hours were required for the entire JetMoE-8B alignment process, which includes both dSFT and dDPO fine-tuning?",60,['shen2024'],Quote,H100 GPU hours,1,0,0,0,0,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True,60,"[""shen2024""]",True,1.0,True
q083,"In the offline workload experiment with a 100 TPS SLO, the Max-Performance policy selected an instance that was what percentage more expensive than the one selected by InferSave?",26.7,['kim2025'],Quote,percent,1,0,0,0,0,26.7,"[""kim2025""]",True,1.0,True,26.7,"[""kim2025""]",True,1.0,True,26.7,"[""kim2025""]",True,1.0,True,26.7,"[""kim2025""]",True,1.0,True,26.7,"[""kim2025""]",True,1.0,True,26.7,"[""kim2025""]",True,1.0,True,26.7,"[""kim2025""]",True,1.0,True,26.7,"[""kim2025""]",True,1.0,True,26.7,"[""kim2025""]",True,1.0,True,26.7,"[""kim2025""]",True,1.0,True
q084,"The most carbon-intensive model identified in a 2024 study, stable-diffusion-xl-base-1.0, produces how many grams of CO2eq per 1,000 inferences?",1594,['luccioni2024'],Quote,g CO2eq,1,0,0,0,0,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True,1594,"[""luccioni2024""]",True,1.0,True
q085,"What is the range of GPU energy usage for performing 1,000 inference queries, based on the models listed in a 2025 study's appendix?","[0.06,3,426]",['luccioni2025c'],Quote and Table 2,Wh,1,1,0,0,0,"[0.06,3426]","[""luccioni2025c""]",False,1.0,True,"[0.06, 3426]","[""luccioni2025c""]",False,1.0,True,"[0.06,3426]","[""luccioni2025c""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,"[0.06,3426]","[""luccioni2025c""]",False,1.0,True,"[0.06,3426]","[""luccioni2025c""]",False,1.0,True,"[0.06, 3426]","[""luccioni2025c""]",False,1.0,True,"[0.06,3426]","[""luccioni2025c""]",False,1.0,True,"[0.06, 3426]","[""luccioni2025c""]",False,1.0,True,"[3, 9]","[""morrison2025""]",False,0.0,True
q086,"True or False: Researchers believe that a universal, one-size-fits-all approach to AI ethics and sustainability can be developed.",0,['luccioni2025b'],Quote,is_blank,1,0,0,0,0,0,"[""luccioni2025b""]",True,1.0,True,0,"[""luccioni2025b""]",True,1.0,True,0,"[""luccioni2025b""]",True,1.0,True,0,"[""luccioni2025b""]",True,1.0,True,is_blank,"[""luccioni2025b""]",False,1.0,True,0,"[""luccioni2025b""]",True,1.0,True,0,"[""luccioni2025b""]",True,1.0,True,0,"[""luccioni2025b""]",True,1.0,True,0,"[""luccioni2025b""]",True,1.0,True,0,"[""luccioni2025b""]",True,1.0,True
