id,type,title,year,citation,url
lunacarmeno2026,paper,The Impacts of Artificial Intelligence on Environmental Sustainability and Human Well-Being,2026,"Noemi Luna Carmeno, T. Domingos, Daniel W. O'Neill (2026). The Impacts of Artificial Intelligence on Environmental Sustainability and Human Well-Being. arXiv. https://arxiv.org/pdf/2602.24091",https://arxiv.org/pdf/2602.24091
guidi2024,paper,Environmental Burden of United States Data Centers in the Artificial Intelligence Era,2024,"Gianluca Guidi, Francesca Dominici, Jonathan Gilmour, Kevin Butler, Eric Bell, Scott Delaney, Falco J. Bargagli-Stoffi (2024). Environmental Burden of United States Data Centers in the Artificial Intelligence Era. arXiv. https://arxiv.org/pdf/2411.09786",https://arxiv.org/pdf/2411.09786
morand2024,paper,How Green Can AI Be? A Study of Trends in Machine Learning Environmental Impacts,2024,"Clement Morand, Anne-Laure Ligozat, Aurelie Nevel (2024). How Green Can AI Be? A Study of Trends in Machine Learning Environmental Impacts. arXiv. https://arxiv.org/pdf/2412.17376",https://arxiv.org/pdf/2412.17376
ecoserve2025,paper,"EcoServe: Designing Carbon-Aware AI Inference Systems",2025,"Yueying Li, Zhanqiu Hu, Esha Choukse, Rodrigo Fonseca, G. Edward Suh, Udit Gupta (2025). EcoServe: Designing Carbon-Aware AI Inference Systems. arXiv. https://arxiv.org/pdf/2502.05043",https://arxiv.org/pdf/2502.05043
chakraborty2024,paper,Towards A Comprehensive Assessment of AI's Environmental Impact,2024,"Srija Chakraborty (2024). Towards A Comprehensive Assessment of AI's Environmental Impact. arXiv. https://arxiv.org/pdf/2405.14004",https://arxiv.org/pdf/2405.14004
carbonscaling2025,paper,"CarbonScaling: Extending Neural Scaling Laws for Carbon Footprint in Large Language Models",2025,"Lei Jiang, Fan Chen (2025). CarbonScaling: Extending Neural Scaling Laws for Carbon Footprint in Large Language Models. arXiv. https://arxiv.org/pdf/2508.06524",https://arxiv.org/pdf/2508.06524
kausar2025,paper,"Quantifying the Climate Risk of Generative AI: Region-Aware Carbon Accounting with G-TRACE",2025,"Zahida Kausar, Seemab Latif, Raja Khurrum Shahzad, Mehwish Fatima (2025). Quantifying the Climate Risk of Generative AI: Region-Aware Carbon Accounting with G-TRACE. arXiv. https://arxiv.org/pdf/2511.04776",https://arxiv.org/pdf/2511.04776
budennyy2022,paper,"Eco2AI: Carbon Emissions Tracking of Machine Learning Models as the First Step Towards Sustainable AI",2022,"Semen Budennyy, Vladimir Lazarev, Nikita Zakharenko, Alexey Korovin, et al. (2022). Eco2AI: Carbon Emissions Tracking of Machine Learning Models as the First Step Towards Sustainable AI. arXiv. https://arxiv.org/pdf/2208.00406",https://arxiv.org/pdf/2208.00406
devarakota2025,paper,"AI and the Net-Zero Journey: Energy Demand, Emissions, and the Potential for Transition",2025,"Pandu Devarakota, Nicolas Tsesmetzis, Faruk O. Alpak, Apurva Gala, Detlef Hohl (2025). AI and the Net-Zero Journey: Energy Demand, Emissions, and the Potential for Transition. arXiv. https://arxiv.org/pdf/2507.10750",https://arxiv.org/pdf/2507.10750
carbonset2025,paper,"CarbonSet: A Dataset to Analyze Trends and Benchmark the Sustainability of CPUs and GPUs",2025,"Jiajun Hu, Chetan Choppali Sudarshan, Vidya A. Chhabria, Aman Arora (2025). CarbonSet: A Dataset to Analyze Trends and Benchmark the Sustainability of CPUs and GPUs. arXiv. https://arxiv.org/pdf/2506.10373",https://arxiv.org/pdf/2506.10373
liu2024greenai,paper,"Green AI: Exploring Carbon Footprints, Mitigation Strategies, and Trade Offs in Large Language Model Training",2024,"Vivian Liu, Yiqiao Yin (2024). Green AI: Exploring Carbon Footprints, Mitigation Strategies, and Trade Offs in Large Language Model Training. arXiv. https://arxiv.org/pdf/2404.01157",https://arxiv.org/pdf/2404.01157
priyadarshan2024,paper,Distribution Grids May Be a Barrier to Residential Electrification,2024,"Priyadarshan, Constance Crozier, Kyri Baker, Kevin J. Kircher (2024). Distribution Grids May Be a Barrier to Residential Electrification. arXiv. https://arxiv.org/pdf/2410.04540",https://arxiv.org/pdf/2410.04540
suri2025,paper,"Grid-level Impacts of Renewable Energy on Thermal Generation: Efficiency, Emissions and Flexibility",2025,"Dhruv Suri, Jacques de Chalendar, Ines Azevedo (2025). Grid-level Impacts of Renewable Energy on Thermal Generation: Efficiency, Emissions and Flexibility. arXiv. https://arxiv.org/pdf/2501.01954",https://arxiv.org/pdf/2501.01954
xu2022macrogrid,paper,"A 2030 United States Macro Grid: Unlocking Geographical Diversity to Accomplish Clean Energy Goals",2022,"Yixing Xu, Daniel Olsen, Bainan Xia, Dan Livengood, Victoria Hunt, Yifan Li, Lane Smith (2022). A 2030 United States Macro Grid. arXiv. https://arxiv.org/pdf/2211.10574",https://arxiv.org/pdf/2211.10574
renteria2024,paper,Evaluating Advanced Nuclear Fission Technologies for Future Decarbonized Power Grids,2024,"Emilio Cano Renteria, Jacob A. Schwartz, Jesse Jenkins (2024). Evaluating Advanced Nuclear Fission Technologies for Future Decarbonized Power Grids. arXiv. https://arxiv.org/pdf/2404.15491",https://arxiv.org/pdf/2404.15491
acharya2024,paper,Impact of the Inflation Reduction Act and Carbon Capture on Transportation Electrification for a Net-Zero Western U.S. Grid,2024,"Samrat Acharya, Malini Ghosal, Travis Thurber, Ying Zhang, Casey D. Burleyson, Nathalie Voisin (2024). Impact of the Inflation Reduction Act and Carbon Capture on Transportation Electrification for a Net-Zero Western U.S. Grid. arXiv. https://arxiv.org/pdf/2408.12535",https://arxiv.org/pdf/2408.12535
gridresearch2024,paper,The Role of Electric Grid Research in Addressing Climate Change,2024,(2024). The Role of Electric Grid Research in Addressing Climate Change. arXiv. https://arxiv.org/pdf/2406.17976,https://arxiv.org/pdf/2406.17976
gridplanning2024,paper,Scalable and Interactive Electricity Grid Expansion Planning,2024,(2024). Scalable and Interactive Electricity Grid Expansion Planning. arXiv. https://arxiv.org/pdf/2410.13055,https://arxiv.org/pdf/2410.13055
nvidia_datacenter_gpus_2025,spec_sheet,"NVIDIA Datacenter GPU Specifications: A100, H100, and H200 Technical Comparison for AI Workloads",2025,"NVIDIA Corporation (2025). NVIDIA Datacenter GPU Specifications: A100, H100, and H200. Compiled from official NVIDIA product datasheets.",
nvidia_blackwell_specs_2025,spec_sheet,"NVIDIA Blackwell Architecture Specifications: B200, GB200, GB300, and GB10 for Next-Generation AI Computing",2025,"NVIDIA Corporation (2025). NVIDIA Blackwell Architecture Specifications. Compiled from official NVIDIA product datasheets and announcements.",
google_tpu_specs_2025,spec_sheet,"Google Tensor Processing Unit (TPU) Specifications: v4, v5e, v5p, v6e, and Trillium for AI Training and Inference",2025,"Google Cloud (2025). Google TPU Specifications. Compiled from official Google Cloud documentation and research publications.",
amd_instinct_specs_2025,spec_sheet,"AMD Instinct GPU Specifications: MI250X, MI300X, and MI325X for AI and HPC Workloads",2025,"AMD Corporation (2025). AMD Instinct GPU Specifications. Compiled from official AMD product datasheets.",
cloud_ai_accelerators_2025,spec_sheet,"Cloud AI Accelerator Specifications: Intel Gaudi, AWS Trainium and Inferentia, and Emerging AI Chips",2025,"Various (2025). Cloud AI Accelerator Specifications. Compiled from Intel, AWS, Cerebras, and SambaNova official documentation.",
ai_hardware_comparison_2025,spec_sheet,"Comprehensive AI Hardware Comparison 2025: Energy Efficiency, Performance, and Environmental Impact",2025,"WattBot Team (2025). Comprehensive AI Hardware Comparison. Synthesized from manufacturer specifications and published benchmarks.",
